method,terms,threshold,recall,specificity,precision,fpr,precision_n
hypergeometric,2,6.058732900351117e-11,0.6,0.9983322356040649,0.16312230871704816,0.001667764395935265,89
hypergeometric,2,8.616908486302507e-11,0.6,0.9983049491908171,0.16245177413877285,0.0016950508091832885,89
hypergeometric,2,1.2486904555334037e-10,0.6,0.9982776627775689,0.14745909759046458,0.001722337222431314,89
hypergeometric,2,1.8207966565720235e-10,0.6,0.9982501411366199,0.14092428583091082,0.0017498588633797518,89
hypergeometric,2,2.542674010509443e-10,0.6,0.998222854723372,0.13988579181838579,0.001777145276627776,89
hypergeometric,2,3.6912985156536853e-10,0.6,0.9981955683101239,0.1384919571748096,0.0018044316898758004,89
hypergeometric,2,5.469701991671069e-10,0.605,0.9981675762137746,0.13795502408105456,0.0018324237862250665,89
hypergeometric,2,7.22849701403043e-10,0.61,0.9981412307113284,0.13143341036935768,0.0018587692886714345,89
hypergeometric,2,1.0958340482992984e-9,0.61,0.9981122977041776,0.12100156064578992,0.001887702295822357,89
hypergeometric,2,1.6208519027864766e-9,0.615,0.9980864226571319,0.11772583206502386,0.0019135773428678965,89
hypergeometric,2,2.257977572939454e-9,0.625,0.998059841926985,0.11980779377300994,0.0019401580730146778,90
hypergeometric,2,3.04437606711382e-9,0.625,0.998032555513737,0.1135769507606166,0.0019674444862627025,90
hypergeometric,2,4.0010250598619544e-9,0.63,0.9980033872788856,0.1017879382749177,0.0019966127211140383,90
hypergeometric,2,5.260372755470508e-9,0.63,0.9979770417764393,0.10090084608716948,0.0020229582235604068,90
hypergeometric,2,6.454228174214622e-9,0.63,0.9979506962739931,0.09852355850088952,0.0020493037260067744,90
hypergeometric,2,8.638376959639109e-9,0.645,0.9979241155438467,0.10534710817388133,0.0020758844561535564,91
hypergeometric,2,1.1345594051338975e-8,0.66,0.9978975348136998,0.11943759805880252,0.0021024651863003384,93
hypergeometric,2,1.552419602321961e-8,0.665,0.9978702484004516,0.11699011123220708,0.0021297515995483633,93
hypergeometric,2,1.959779172029939e-8,0.665,0.9978429619872037,0.11425468200583987,0.0021570380127963864,93
hypergeometric,2,2.53687263604607e-8,0.665,0.9978154403462551,0.11239583051135646,0.002184559653744826,93
hypergeometric,2,3.182204322981672e-8,0.665,0.9977883891607076,0.11167705425569792,0.0022116108392924356,93
hypergeometric,2,4.004641238114441e-8,0.665,0.9977606322920587,0.10985690831052806,0.0022393677079412884,93
hypergeometric,2,5.276439940228434e-8,0.665,0.9977333458788109,0.10745104193634443,0.002266654121189311,93
hypergeometric,2,6.566206979664657e-8,0.675,0.9977058242378624,0.10743128065271967,0.00229417576213775,93
hypergeometric,2,8.384303631229262e-8,0.675,0.9976792435077158,0.10538503987540723,0.0023207564922845315,93
hypergeometric,2,9.989900396800337e-8,0.68,0.9976521923221681,0.10419761241295286,0.0023478076778321415,93
hypergeometric,2,1.2625440784546205e-7,0.68,0.9976246706812195,0.09774772754249271,0.0023753293187805794,93
hypergeometric,2,1.6349899687517325e-7,0.68,0.9975976194956719,0.09711043110981142,0.0024023805043281886,93
hypergeometric,2,1.9716013181269637e-7,0.68,0.9975700978547235,0.09507169799422444,0.0024299021452766274,93
hypergeometric,2,2.4157057741141654e-7,0.685,0.9975430466691759,0.08857443126163543,0.0024569533308242382,93
hypergeometric,2,2.885717591070412e-7,0.685,0.9975122318404221,0.08541781996861654,0.0024877681595784724,93
hypergeometric,2,3.368743361154807e-7,0.69,0.9974884738426798,0.08465265284603177,0.002511526157320287,93
hypergeometric,2,4.172999780859754e-7,0.695,0.9974614226571319,0.08456928732159014,0.0025385773428678957,93
hypergeometric,2,4.958098904045891e-7,0.695,0.997434136243884,0.08416472118085233,0.0025658637561159197,93
hypergeometric,2,6.19291069962445e-7,0.695,0.9974068498306363,0.08187992048294267,0.0025931501693639432,93
hypergeometric,2,7.091273923310527e-7,0.695,0.9973793281896878,0.07669997080680292,0.002620671810312382,93
hypergeometric,2,8.480142361519847e-7,0.695,0.9973520417764393,0.06863562671203274,0.0026479582235604065,93
hypergeometric,2,0.0000010109834854992883,0.695,0.9973247553631918,0.0675035034571551,0.002675244636808431,93
hypergeometric,2,0.0000011696064743274614,0.7,0.9972974689499435,0.07491381173633853,0.0027025310500564553,94
model,2,0.01,0.985,0.9997857075649228,0.33716262831232685,0.00021429243507715493,100
model,2,0.010218023255813953,0.985,0.9997882950696271,0.3409831223607621,0.00021170493037260093,100
model,2,0.010326499620349278,0.985,0.9997908825743318,0.34361062207216264,0.00020911742566804694,100
model,2,0.010497737556561085,0.985,0.9997934700790364,0.3469650232265638,0.0002065299209634929,100
model,2,0.010649867374005305,0.985,0.9997960575837412,0.34886143597781527,0.00020394241625893886,100
model,2,0.010855365474339036,0.985,0.9997986450884457,0.3506856674027726,0.00020135491155438484,100
model,2,0.01108179419525066,0.985,0.9998012325931503,0.3530117926663979,0.00019876740684983082,100
model,2,0.011369294605809129,0.985,0.9998038200978548,0.3545648026044886,0.00019617990214527682,100
model,2,0.011710875331564986,0.985,0.9998064076025593,0.3566195555914396,0.0001935923974407228,100
model,2,0.011923076923076923,0.985,0.9998089951072638,0.36138322308316306,0.00019100489273616878,100
model,2,0.012305699481865285,0.985,0.9998115826119683,0.3648425416844255,0.00018841738803161476,100
model,2,0.012664907651715039,0.985,0.999814170116673,0.36996080841646645,0.00018582988332706073,100
model,2,0.013156189241736876,0.985,0.9998167576213772,0.3728390854632273,0.00018324237862250674,100
model,2,0.013672199170124482,0.985,0.999819345126082,0.3747139452160069,0.00018065487391795272,100
model,2,0.013966666666666667,0.985,0.9998219326307864,0.3806464187092016,0.0001780673692133987,100
model,2,0.014272844272844273,0.985,0.9998247553631916,0.38801233759236176,0.0001752446368084307,100
model,2,0.014481865284974093,0.985,0.9998273428678963,0.38968309456631084,0.00017265713210387666,100
model,2,0.01471882640586797,0.985,0.999829930372601,0.3919749817000897,0.00017006962739932264,100
model,2,0.015139240506329114,0.985,0.9998325178773055,0.3940266061162652,0.00016748212269476867,100
model,2,0.015751295336787565,0.985,0.9998351053820101,0.39993143257801766,0.00016489461799021468,100
model,2,0.016340996168582374,0.985,0.9998376928867145,0.406973781512608,0.00016230711328566065,100
model,2,0.016669691470054447,0.985,0.9998402803914191,0.4106064332536565,0.00015971960858110666,100
model,2,0.017154929577464787,0.985,0.9998428678961236,0.4156888391401953,0.00015713210387655266,100
model,2,0.017569169960474307,0.985,0.9998454554008283,0.4184939993689846,0.00015454459917199864,100
model,2,0.01825581395348837,0.985,0.9998480429055328,0.42126228912666763,0.00015195709446744462,100
model,2,0.019085714285714286,0.985,0.9998506304102374,0.4244081019972704,0.00014936958976289062,100
model,2,0.01958498023715415,0.985,0.9998532179149419,0.42738182754468373,0.0001467820850583366,100
model,2,0.020372057706909644,0.985,0.9998558054196467,0.4345819988192652,0.00014419458035378258,100
model,2,0.021266233766233766,0.985,0.9998583929243512,0.4386136824206082,0.00014160707564922855,100
model,2,0.022463503649635036,0.985,0.9998612156567561,0.4419180229077073,0.00013878434324426055,100
model,2,0.02319188191881919,0.985,0.9998638031614607,0.4471644575713833,0.00013619683853970655,100
model,2,0.02409252669039146,0.985,0.9998663906661652,0.45268623115883444,0.00013360933383515256,100
model,2,0.025473887814313347,0.985,0.9998689781708697,0.45511879459653737,0.00013102182913059856,100
model,2,0.026803691275167785,0.985,0.9998715656755743,0.4609435631073673,0.00012843432442604457,100
model,2,0.02771830985915493,0.985,0.9998741531802786,0.4643169177422323,0.00012584681972149054,100
model,2,0.028774703557312254,0.985,0.9998767406849831,0.4655968044558787,0.00012325931501693652,100
model,2,0.029437939110070258,0.985,0.9998793281896878,0.4677836998330433,0.00012067181031238251,100
model,2,0.030558139534883722,0.985,0.9998819156943926,0.4791115049780897,0.00011808430560782849,100
model,2,0.032010443864229764,0.985,0.9998845031990973,0.48191640603194325,0.00011549680090327451,100
model,2,0.03337408312958435,0.985,0.9998870907038018,0.4848998040868368,0.0001129092961987205,100
model,2,0.03523943661971831,0.985,0.999889678208506,0.48794739410915855,0.00011032179149416648,100
model,2,0.036280487804878046,0.985,0.9998922657132107,0.49350996225996197,0.0001077342867896125,100
model,2,0.03878542510121458,0.985,0.9998948532179155,0.49907215629787416,0.00010514678208505846,100
model,2,0.042053789731051346,0.985,0.9998976759503203,0.5080792396444058,0.00010232404968009044,100
model,2,0.04505633802816902,0.985,0.999900263455025,0.5123599352716998,0.00009973654497553639,100
model,2,0.04864229765013055,0.985,0.9999028509597294,0.5137745952877529,0.00009714904027098239,100
model,2,0.052532981530343005,0.985,0.9999054384644337,0.5201135710694531,0.00009456153556642836,100
model,2,0.05521904761904762,0.985,0.9999080259691382,0.5231347901884984,0.00009197403086187437,100
model,2,0.05767810026385224,0.985,0.9999106134738426,0.530287675780663,0.00008938652615732035,100
model,2,0.06125581395348837,0.985,0.9999132009785471,0.5357292342222215,0.00008679902145276633,100
model,2,0.06464751958224543,0.985,0.9999157884832518,0.5390780604258864,0.00008421151674821232,100
model,2,0.06946428571428571,0.985,0.9999183759879561,0.5449765719593305,0.00008162401204365831,100
model,2,0.07273684210526316,0.985,0.9999209634926607,0.5490555762883348,0.0000790365073391043,100
model,2,0.07793522267206478,0.985,0.9999235509973655,0.5547382154882152,0.0000764490026345503,100
model,2,0.08214084507042253,0.985,0.9999261385020701,0.5564781325759585,0.00007386149792999628,100
model,2,0.0865587044534413,0.985,0.9999287260067746,0.5602831705331703,0.00007127399322544227,100
model,2,0.0903957783641161,0.985,0.9999313135114792,0.5642143967143965,0.00006868648852088827,100
model,2,0.10086161879895561,0.985,0.9999339010161836,0.5672581149844305,0.00006609898381633426,100
model,2,0.11481900452488687,0.985,0.9999367237485884,0.5736089086352243,0.00006327625141136624,100
model,2,0.12300791556728233,0.985,0.9999393112532932,0.5838788696384603,0.00006068874670681224,100
model,2,0.13131645569620254,0.985,0.9999418987579974,0.5857796451914097,0.00005810124200225823,100
model,2,0.1399738903394256,0.985,0.9999444862627019,0.5938856421356419,0.000055513737297704215,100
model,2,0.1463030303030303,0.98,0.9999468385397062,0.5963121127238771,0.00005316146029356422,100
model,2,0.15560165975103735,0.98,0.9999494260444108,0.6053495670995669,0.000050573955589010195,100
model,2,0.17288256227758006,0.98,0.9999520135491154,0.609310245310245,0.00004798645088445618,100
model,2,0.19190871369294607,0.975,0.9999543658261196,0.6187574370074367,0.00004563417388031617,100
model,2,0.20904645476772615,0.97,0.9999567181031236,0.623440476190476,0.00004328189687617615,100
model,2,0.22875379939209725,0.965,0.9999590703801278,0.6297142857142856,0.000040929619872036134,100
model,2,0.2616014234875445,0.955,0.9999611874294314,0.6334365079365076,0.000038812570568310115,100
model,2,0.2796338028169014,0.95,0.9999635397064359,0.6440476190476189,0.00003646029356417011,100
model,2,0.3113837638376384,0.945,0.9999658919834401,0.6510476190476189,0.00003410801656003011,100
model,2,0.37486075949367087,0.945,0.9999684794881446,0.6633809523809522,0.000031520511855476105,100
model,2,0.411525974025974,0.94,0.999971066992849,0.6685238095238094,0.000028933007150922092,100
model,2,0.47798192771084336,0.935,0.999973419269853,0.6880711880711881,0.000026580730146782092,99
model,2,0.534796511627907,0.92,0.9999753010914566,0.7034256559766764,0.00002469890854347008,98
model,2,0.5812662337662338,0.91,0.9999774181407604,0.7255344995140913,0.000022581859239744076,98
model,2,0.6377190542420028,0.895,0.9999792999623636,0.753632793323515,0.00002070003763643207,97
model,2,0.6707042253521127,0.875,0.9999809465562663,0.7721303258145363,0.00001905344373353406,95
model,2,0.7290405904059041,0.87,0.9999832988332708,0.7977443609022559,0.000016701166729394046,95
model,2,0.7848182586644125,0.855,0.9999851806548741,0.8170426065162908,0.000014819345126082042,95
model,2,0.8171255060728745,0.83,0.9999865920210766,0.8346134152585767,0.00001340797892359804,93
model,2,0.8389148936170213,0.815,0.9999884738426799,0.8554019457245264,0.000011526157320286036,93
model,2,0.86421875,0.79,0.9999898852088823,0.8708141321044548,0.000010114791117802031,93
model,2,0.8876628352490421,0.77,0.9999915318027852,0.8826268969126112,0.000008468197214904027,91
model,2,0.89746875,0.76,0.9999936488520891,0.8974358974358975,0.00000635114791117802,91
model,2,0.9242549668874173,0.75,0.9999957659013928,0.9406130268199233,0.000004234098607452013,87
model,2,0.9463473053892215,0.725,0.9999974124952957,0.9612403100775194,0.0000025875047045540086,86
model,2,0.9638303341902313,0.7,0.9999988238614981,0.9764705882352943,0.0000011761385020700038,85
model,2,0.97704,0.655,0.9999992943168988,0.9855967078189302,7.056831012420023e-7,81
model,2,0.989593023255814,0.615,1,1,0,80
model,2,0.9959939759036145,0.56,1,1,0,76
model,2,0.9987404902789518,0.505,1,1,0,73
model,2,0.999969512195122,0.45,1,1,0,67
model,2,1,0.44,1,1,0,67
hypergeometric,3,0,0.06999999999999998,0.9999724777116509,0.26085259103641456,0.00002752228834889793,20
hypergeometric,3,1.1172823623935303e-295,0.07999999999999996,0.99996989014608,0.32880840742093936,0.00003010985392016184,23
hypergeometric,3,1.4193250201215096e-185,0.11,0.9999362517936532,0.26720604922096836,0.00006374820634659264,31
hypergeometric,3,4.0307114321358033e-140,0.13333333333333336,0.9999023782079933,0.2742617319976668,0.00009762179200677474,37
hypergeometric,3,2.5972208749429127e-113,0.15333333333333338,0.9998677989226317,0.2288644143728803,0.00013220107736821056,42
hypergeometric,3,4.583755694964725e-97,0.16666666666666669,0.9998334548705039,0.1995125183957843,0.00016654512949589517,45
hypergeometric,3,1.3813229328061655e-83,0.1733333333333334,0.9997981698854413,0.1719316065598612,0.0002018301145585849,46
hypergeometric,3,2.165836754738296e-73,0.1866666666666667,0.9997635906000802,0.19548744576027846,0.00023640939992002066,49
hypergeometric,3,1.1147473921213168e-66,0.2033333333333334,0.9997290113147188,0.21176426767292375,0.0002709886852814566,53
hypergeometric,3,8.170551567739532e-61,0.21666666666666665,0.9996941967961231,0.24010547370885776,0.00030580320387664376,57
hypergeometric,3,2.10495248608631e-56,0.2266666666666666,0.9996593822775285,0.24499878929753008,0.00034061772247183093,59
hypergeometric,3,5.722937846691763e-53,0.22999999999999993,0.9996238620592319,0.217265475434023,0.00037613794076827184,59
hypergeometric,3,9.931169828864821e-50,0.24999999999999997,0.9995897532403377,0.244746475028651,0.00041024675966220517,62
hypergeometric,3,5.713138992467943e-47,0.2533333333333333,0.9995542330220409,0.23215813317585166,0.0004457669779586459,63
hypergeometric,3,3.125104814155763e-44,0.25999999999999995,0.9995191832702123,0.20747887183367356,0.00048081672978758443,63
hypergeometric,3,3.565119306269013e-41,0.2633333333333333,0.9994836630519157,0.2028074551642167,0.0005163369480840254,64
hypergeometric,3,1.5073015621697428e-38,0.2733333333333332,0.9994486133000868,0.20540130202069712,0.0005513866999129639,66
hypergeometric,3,8.961126559797865e-37,0.27999999999999986,0.9994135635482579,0.20409599661747496,0.0005864364517419024,68
hypergeometric,3,6.709523143024165e-35,0.2999999999999999,0.9993789842628966,0.2015625401171855,0.0006210157371033382,70
hypergeometric,3,1.657342805260025e-33,0.30999999999999994,0.9993444049775352,0.20029944342212955,0.0006555950224647737,71
hypergeometric,3,4.929984099507941e-32,0.3233333333333332,0.9993095904589402,0.19426279041180347,0.0006904095410599608,73
hypergeometric,3,7.448108586248607e-31,0.3233333333333332,0.9992740702406434,0.18344100031833216,0.0007259297593564019,73
hypergeometric,3,9.190266757396314e-30,0.32666666666666655,0.9992385500223468,0.17054112127604754,0.0007614499776528428,73
hypergeometric,3,8.942252138711992e-29,0.3399999999999998,0.9992037355037521,0.17032000223092023,0.0007962644962480298,74
hypergeometric,3,1.1164384623962107e-27,0.34333333333333316,0.9991684505186887,0.15197423365177373,0.0008315494813107194,74
hypergeometric,3,1.0362519769440162e-26,0.3466666666666665,0.9991329303003931,0.14708275055397815,0.0008670696996071604,74
hypergeometric,3,7.337599784055327e-26,0.3566666666666664,0.9990981157817977,0.16653759563828835,0.0009018842182023476,77
hypergeometric,3,4.3970397140481e-25,0.36333333333333306,0.9990628307967352,0.160708816211142,0.0009371692032650375,77
hypergeometric,3,2.5339441936982427e-24,0.3699999999999998,0.9990277810449064,0.165643223244529,0.0009722189550939761,78
hypergeometric,3,1.2421809076806675e-23,0.37333333333333313,0.9989922608266097,0.13857803631497076,0.0010077391733904172,78
hypergeometric,3,6.352001656549804e-23,0.38333333333333314,0.9989572110747805,0.15183694984435173,0.0010427889252193556,80
hypergeometric,3,3.540299401999725e-22,0.3933333333333332,0.9989223965561854,0.14999480405806748,0.0010776034438145423,81
hypergeometric,3,1.4921192869029738e-21,0.3966666666666665,0.9988868763378888,0.14449799236574934,0.001113123662110983,82
hypergeometric,3,5.360086528985481e-21,0.40333333333333315,0.9988506504198911,0.1441618848407516,0.0011493495801086786,83
hypergeometric,3,2.091489028772274e-20,0.40333333333333315,0.9988158359012962,0.13524443234434033,0.0011841640987038653,83
hypergeometric,3,6.737912232924604e-20,0.4166666666666665,0.9987814918491682,0.14051674932025984,0.0012185081508315496,84
hypergeometric,3,2.561789720997456e-19,0.42333333333333306,0.9987462068641064,0.14696477985802217,0.001253793135894239,85
hypergeometric,3,8.081600744483153e-19,0.42999999999999977,0.9987109218790431,0.14742933653480478,0.0012890781209569289,86
hypergeometric,3,2.2803153807805186e-18,0.42999999999999977,0.9986751664275129,0.137178454290446,0.0013248335724871214,86
hypergeometric,3,7.141736384552537e-18,0.42999999999999977,0.9986396462092162,0.127731812054018,0.0013603537907835625,86
hypergeometric,3,1.8181584339002402e-17,0.42999999999999977,0.99860412599092,0.1246155401142779,0.0013958740090800033,86
hypergeometric,3,5.258270939001589e-17,0.43333333333333307,0.9985683705393896,0.12169741419794476,0.0014316294606101952,86
hypergeometric,3,1.4391733849307352e-16,0.43999999999999967,0.9985335560207946,0.11841077130946948,0.0014664439792053832,86
hypergeometric,3,3.8048153130208315e-16,0.4566666666666662,0.9984989767354332,0.1389559609021989,0.0015010232645668183,89
hypergeometric,3,1.1355245172140406e-15,0.46999999999999953,0.9984641622168376,0.15399332680063532,0.001535837783162006,91
hypergeometric,3,2.822470368759784e-15,0.4733333333333329,0.9984288772317751,0.1403297852075089,0.0015711227682246947,91
hypergeometric,3,6.3482318094006975e-15,0.4799999999999995,0.9983935922467124,0.13204012840803028,0.001606407753287385,92
hypergeometric,3,1.31180246071134e-14,0.48333333333333284,0.9983580720284158,0.12696890901746755,0.0016419279715838265,92
hypergeometric,3,2.944042539165694e-14,0.4966666666666663,0.9983234927430548,0.1335711738113878,0.0016765072569452615,93
hypergeometric,3,5.834756419993396e-14,0.503333333333333,0.9982884429912253,0.14151225932708997,0.0017115570087741997,95
hypergeometric,3,1.1031117793730762e-13,0.503333333333333,0.9982524523064618,0.13843886025240382,0.001747547693538144,95
hypergeometric,3,2.3224466077281946e-13,0.5066666666666664,0.9982171673213989,0.13860074204487977,0.0017828326786008327,95
hypergeometric,3,4.028323255304686e-13,0.5066666666666664,0.9981816471031028,0.13685903613322964,0.001818352896897274,95
hypergeometric,3,7.082027214450225e-13,0.5099999999999997,0.9981461268848068,0.1329386903680771,0.0018538731151937157,95
hypergeometric,3,1.2243611201134276e-12,0.513333333333333,0.998110841899744,0.13161190796232441,0.0018891581002564045,95
hypergeometric,3,1.97042594555323e-12,0.513333333333333,0.9980750864482134,0.12865558025937326,0.0019249135517865966,95
hypergeometric,3,3.426614084631309e-12,0.5199999999999997,0.9980400366963836,0.13462548622149687,0.001959963303615534,96
hypergeometric,3,6.020789243970025e-12,0.5199999999999997,0.9980042812448541,0.12506619735116797,0.0019957187551457273,96
hypergeometric,3,9.874016516641925e-12,0.5199999999999997,0.9979673496271555,0.12203381981292004,0.0020326503728446757,96
hypergeometric,3,1.4306877710587447e-11,0.5299999999999997,0.9979337112747284,0.11797171882533615,0.002066288725271106,97
hypergeometric,3,2.3974863169580267e-11,0.5433333333333329,0.9978988967561336,0.12897618616927442,0.0021011032438662935,99
hypergeometric,3,3.9026168957493326e-11,0.5533333333333329,0.9978640822375384,0.12701769298800486,0.00213591776246148,99
hypergeometric,3,6.113735996845667e-11,0.5599999999999996,0.9978287972524754,0.12218181416809454,0.0021712027475241703,99
hypergeometric,3,8.645834661340919e-11,0.5666666666666663,0.9977937475006463,0.12140777193896904,0.002206252499353108,99
hypergeometric,3,1.4120570974425255e-10,0.5666666666666663,0.9977579920491162,0.11531690235381138,0.002242007950883301,99
hypergeometric,3,2.12542654483783e-10,0.5666666666666663,0.9977220013643526,0.11235480925348731,0.002277998635647244,99
hypergeometric,3,3.0723866340978153e-10,0.573333333333333,0.9976871868457574,0.11050138605245145,0.0023128131542424313,99
hypergeometric,3,4.510758166701839e-10,0.5766666666666663,0.997651666627461,0.10732064993132948,0.0023483333725388723,99
hypergeometric,3,6.629424678323492e-10,0.5766666666666663,0.9976161464091646,0.10571595338333832,0.0023838535908353134,99
hypergeometric,3,9.155790104533532e-10,0.5799999999999996,0.9975803909576345,0.10284547762410472,0.0024196090423655053,99
hypergeometric,3,1.286990608026405e-9,0.5799999999999996,0.9975446355061043,0.10213459742426828,0.0024553644938956976,99
hypergeometric,3,1.8015082057045547e-9,0.5833333333333329,0.9975095857542756,0.09792322150540883,0.0024904142457246358,99
hypergeometric,3,2.5219973130740335e-9,0.5866666666666663,0.9974733598362779,0.09632546840843549,0.0025266401637223314,99
hypergeometric,3,3.4416490064013904e-9,0.5866666666666663,0.9974385453176825,0.09063058748054563,0.002561454682317519,99
hypergeometric,3,4.531138920142313e-9,0.5866666666666663,0.9974027898661526,0.08916941358697822,0.0025972101338477107,99
hypergeometric,3,5.724204208983039e-9,0.5866666666666663,0.9973670344146222,0.08190489374080757,0.002632965585377902,99
hypergeometric,3,7.677377326500833e-9,0.5899999999999995,0.9973317494295593,0.07910038740174836,0.0026682505704405924,99
hypergeometric,3,9.91351679612654e-9,0.5966666666666663,0.99729669967773,0.07863764115188127,0.0027033003222695306,99
hypergeometric,3,1.3466920978983263e-8,0.5966666666666663,0.9972609442262005,0.07567452467408825,0.0027390557737997224,99
hypergeometric,3,1.6840645972987214e-8,0.603333333333333,0.9972251887746704,0.07385764606202652,0.0027748112253299147,99
hypergeometric,3,2.280565780610704e-8,0.603333333333333,0.9971901390228411,0.07262992419082383,0.002809860977158851,99
hypergeometric,3,2.920125875842053e-8,0.613333333333333,0.9971550892710122,0.06727815136523467,0.002844910728987791,99
hypergeometric,3,3.560066557212024e-8,0.613333333333333,0.9971181576533128,0.06497459692674314,0.0028818423466867404,99
hypergeometric,3,4.512402380663481e-8,0.6199999999999997,0.9970840488344191,0.06313985105011304,0.0029159511655806737,99
hypergeometric,3,5.424115727792824e-8,0.623333333333333,0.99704899908259,0.061725698520029286,0.002951000917409612,99
hypergeometric,3,6.867552143327122e-8,0.6266666666666663,0.9970132436310603,0.060956429275729404,0.0029867563689398046,99
hypergeometric,3,8.547092056033035e-8,0.6299999999999997,0.9969777234127638,0.060758411620708164,0.003022276587236245,99
hypergeometric,3,1.022288678298194e-7,0.633333333333333,0.996938674695961,0.05851475007811519,0.0030613253040389543,99
hypergeometric,3,1.2418997351551175e-7,0.633333333333333,0.9969069182094047,0.057299977015139406,0.0030930817905953758,99
hypergeometric,3,1.5529757192608502e-7,0.6366666666666664,0.9968716332243421,0.05685094451655461,0.0031283667756580643,99
hypergeometric,3,1.8792063782936078e-7,0.6399999999999997,0.9968361130060454,0.05578110366700071,0.003163886993954505,99
hypergeometric,3,2.4001164357420964e-7,0.6499999999999997,0.9968012984874502,0.05508415412405008,0.0031987015125496915,99
hypergeometric,3,2.899803289138194e-7,0.6499999999999997,0.9967655430359201,0.053720170236223774,0.003234456964079884,99
hypergeometric,3,3.5112210054330036e-7,0.6499999999999997,0.9967290818846886,0.05267658612161004,0.0032709181153113298,99
hypergeometric,3,4.2227627733159105e-7,0.653333333333333,0.9966945025993271,0.05229413159229309,0.0033054974006727672,99
hypergeometric,3,5.036983981094129e-7,0.653333333333333,0.9966585119145632,0.05070225583576046,0.003341488085436711,99
hypergeometric,3,6.108384594228866e-7,0.6599999999999997,0.9966201688974615,0.04952713384478265,0.0033798311025381666,99
hypergeometric,3,7.264343937791408e-7,0.663333333333333,0.9965881771776717,0.04888661730648051,0.0034118228223283392,99
hypergeometric,3,8.67173946228897e-7,0.663333333333333,0.9965526569593753,0.04840556382025436,0.0034473430406247803,99
hypergeometric,3,0.0000010095369402860636,0.663333333333333,0.9965169015078446,0.04771851021015392,0.0034830984921549717,99
hypergeometric,3,0.0000011758471243992692,0.6666666666666664,0.9964813812895486,0.04735728257519509,0.0035186187104514137,99
model,3,0.010008503401360544,0.9833333333333334,0.9998315730046339,0.41352937911761467,0.0001684269953659052,100
model,3,0.010118025751072962,0.9833333333333334,0.9998339253369716,0.41663678894916245,0.00016607466302839257,100
model,3,0.010275482093663912,0.9833333333333334,0.9998362776693089,0.4215238429870785,0.00016372233069087991,100
model,3,0.010407288317256163,0.9833333333333334,0.9998386300016464,0.4244753220635576,0.00016136999835336728,100
model,3,0.01052154195011338,0.9833333333333334,0.9998409823339841,0.42622781459018805,0.00015901766601585468,100
model,3,0.010719322990126939,0.9833333333333334,0.9998433346663218,0.43009577995815335,0.00015666533367834204,100
model,3,0.010948356807511737,0.9833333333333334,0.9998456869986592,0.4324380705690097,0.00015431300134082938,100
model,3,0.011166489925768823,0.9833333333333334,0.9998480393309964,0.4362292368779105,0.00015196066900331678,100
model,3,0.011390029325513196,0.9833333333333334,0.9998503916633341,0.44239072756114034,0.00014960833666580414,100
model,3,0.011575682382133995,0.9833333333333334,0.9998527439956715,0.4458135569695835,0.00014725600432829148,100
model,3,0.011714507370054306,0.9833333333333334,0.9998553315612426,0.44816403999189325,0.0001446684387570276,100
model,3,0.011829176114890401,0.9833333333333334,0.9998576838935799,0.44994390311122984,0.00014231610641951493,100
model,3,0.012006633499170813,0.9833333333333334,0.9998600362259173,0.45214531573369515,0.00013996377408200227,100
